Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
Apartamento;Tijuca;2;1;0;75;2000.0;590.0;75.0
Apartamento;Jacarepaguá;2;0;0;55;1200.0;530.0;
Loja/Salão;Barra da Tijuca;0;1;0;76;2500.0;;1894.0
Apartamento;Campo Grande;2;1;0;45;750.0;75.0;
Apartamento;Recreio dos Bandeirantes;3;0;0;85;2600.0;850.0;
Apartamento;Copacabana;1;0;0;60;2300.0;550.0;86.0
Apartamento;Maracanã;2;0;0;58;1500.0;550.0;
Apartamento;Ipanema;1;1;1;74;6500.0;3561.0;465.0
Conjunto Comercial/Sala;Tijuca;0;1;0;54;1500.0;1255.0;
Apartamento;Centro;1;0;0;45;2000.0;633.0;779.0
Apartamento;Ipanema;2;0;0;70;2500.0;667.0;128.0
Apartamento;Bonsucesso;3;0;1;82;1500.0;470.0;
Flat;Copacabana;1;1;1;55;2300.0;1500.0;130.0
Apartamento;Cachambi;1;1;0;45;700.0;210.0;
Apartamento;Copacabana;2;0;0;80;3000.0;580.0;120.0
Conjunto Comercial/Sala;Centro;0;1;0;40;900700.0;1050.0;120.0
Apartamento;Lagoa;2;0;0;90;2100.0;1800.0;400.0
Conjunto Comercial/Sala;Centro;0;0;0;53;1500.0;900.0;
Apartamento;Taquara;2;0;0;55;900.0;298.0;13.0
Apartamento;Tijuca;2;0;0;70;1300.0;580.0;30.0
Apartamento;Pilares;2;1;0;55;1000.0;209.0;
Apartamento;Tijuca;1;0;0;40;1500.0;611.0;24.0
Apartamento;Botafogo;1;1;0;40;2990.0;1020.0;183.0
Apartamento;Méier;1;0;0;40;1100.0;500.0;13.0
Apartamento;Méier;2;1;0;46;900.0;420.0;13.0
Apartamento;Barra da Tijuca;2;1;1;60;2300.0;1019.0;137.0
Apartamento;Barra da Tijuca;2;1;1;90;2950.0;1430.0;200.0
Apartamento;Barra da Tijuca;2;1;0;52;1200.0;470.0;200.0
Apartamento;Ipanema;2;1;0;100;4200.0;800.0;120.0
Loja/Salão;Pilares;0;0;0;85;6500.0;;398.0
Apartamento;Campo Grande;2;0;0;60;750.0;;
Conjunto Comercial/Sala;Centro;0;0;0;81;1800.0;871.0;362.0
Conjunto Comercial/Sala;Curicica;0;1;0;56;2800.0;450.0;60.0
Apartamento;Tijuca;2;1;1;60;2200.0;694.0;47.0
Apartamento;Penha;1;0;0;50;900.0;250.0;
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;40;1600.0;1040.0;
Apartamento;Barra da Tijuca;2;2;1;80;4000.0;1721.0;311.0
Apartamento;Jacarepaguá;1;1;1;42;1200.0;720.0;30.0
Apartamento;Recreio dos Bandeirantes;2;2;1;70;2200.0;1280.0;3200.0
Apartamento;Barra da Tijuca;2;1;1;70;3240.0;950.0;
Apartamento;Recreio dos Bandeirantes;2;1;1;84;2150.0;430.0;
Apartamento;Tijuca;2;1;1;70;2000.0;600.0;75.0
Apartamento;Ipanema;2;1;1;77;3600.0;1360.0;
Apartamento;Laranjeiras;3;0;0;90;3000.0;1000.0;23.0
Apartamento;Barra da Tijuca;3;1;1;90;1900.0;1200.0;98.0
Apartamento;Vila Valqueire;3;1;1;92;1800.0;355.0;
Apartamento;Engenho de Dentro;2;1;1;73;1200.0;731.0;13.0
Apartamento;Flamengo;2;1;1;70;2800.0;1350.0;220.0
Apartamento;Ipanema;2;2;0;75;5000.0;2505.0;320.0
Apartamento;Recreio dos Bandeirantes;3;1;2;70;1800.0;1095.0;
Casa;Campo Grande;2;1;1;65;800.0;;
Apartamento;Leblon;2;0;1;55;3750.0;1000.0;140.0
Apartamento;Barra da Tijuca;2;1;1;75;1550.0;790.0;
Apartamento;Tijuca;2;1;0;90;2800.0;800.0;70.0
Conjunto Comercial/Sala;Centro;0;0;0;54;1700.0;875.0;215.0
Apartamento;Barra da Tijuca;2;1;1;85;2200.0;1150.0;255.0
Apartamento;Botafogo;1;1;1;45;2600.0;1100.0;180.0
Apartamento;Quintino Bocaiúva;2;1;0;55;600.0;360.0;
Apartamento;Botafogo;2;1;1;89;3200.0;780.0;181.0
Apartamento;Campo Grande;2;1;0;55;800.0;;
Apartamento;Recreio dos Bandeirantes;2;1;2;95;1800.0;764.0;95.0
Apartamento;Botafogo;2;1;2;84;4650.0;1130.0;260.0
Casa de Condomínio;Campo Grande;2;1;0;70;700.0;50.0;
Apartamento;Cachambi;2;1;1;70;1750.0;556.0;77.0
Conjunto Comercial/Sala;Copacabana;0;0;0;40;1100.0;504.0;133.0
Apartamento;Barra da Tijuca;1;1;0;73;1500.0;1200.0;237.0
Conjunto Comercial/Sala;Centro;0;0;0;75;1800.0;960.0;200.0
Apartamento;Grajaú;2;1;1;75;1200.0;840.0;71.0
Apartamento;Leblon;2;1;1;80;3600.0;1125.0;
Apartamento;Recreio dos Bandeirantes;2;1;2;80;1300.0;1033.0;140.0
Apartamento;Copacabana;2;0;0;71;2800.0;855.0;136.0
Apartamento;Barra da Tijuca;3;0;1;98;3300.0;1100.0;90.0
Casa de Vila;Méier;2;1;1;65;1500.0;140.0;802.0
Apartamento;Tijuca;1;0;0;50;1200.0;600.0;48.0
Apartamento;Copacabana;2;1;0;61;2500.0;877.0;132.0
Apartamento;Grajaú;2;1;1;70;1300.0;1000.0;90.0
Apartamento;Copacabana;3;0;1;90;2350.0;1237.0;123.0
Apartamento;Maracanã;2;0;0;78;1900.0;768.0;79.0
Apartamento;Laranjeiras;2;1;2;63;2700.0;934.0;
Flat;Copacabana;1;1;0;55;2500.0;1200.0;
Apartamento;Andaraí;1;0;0;40;1000.0;340.0;190.0
Conjunto Comercial/Sala;Centro;0;0;0;95;2100.0;635.0;
Flat;Ipanema;2;2;2;74;6000.0;2500.0;480.0
Apartamento;Recreio dos Bandeirantes;3;2;1;90;1600.0;1276.0;200.0
Apartamento;Barra da Tijuca;2;1;1;75;2300.0;816.0;224.0
Apartamento;Todos os Santos;1;1;1;48;1000.0;490.0;
Apartamento;Recreio dos Bandeirantes;2;1;1;97;1900.0;1100.0;140.0
Apartamento;Méier;2;0;0;59;1100.0;681.0;
Apartamento;São Conrado;2;1;1;100;3000.0;830.0;360.0
Apartamento;Jardim Guanabara;2;1;0;65;1500.0;;
Conjunto Comercial/Sala;Barra da Tijuca;0;3;0;100;2400.0;2880.0;3308.0
Conjunto Comercial/Sala;Centro;0;0;0;72;3000.0;2070.0;304.0
Apartamento;Leme;2;0;0;75;2400.0;878.0;
Apartamento;Copacabana;2;0;0;64;2200.0;780.0;144.0
Casa;Maracanã;2;0;0;85;1800.0;;82.0
Apartamento;Barra da Tijuca;3;1;1;70;1800.0;700.0;60.0
Apartamento;Barra da Tijuca;1;1;0;84;2000.0;1300.0;
Apartamento;Cachambi;2;1;1;75;1300.0;300.0;37.0
Conjunto Comercial/Sala;Centro;0;0;0;42;600.0;990.0;
Apartamento;Leblon;2;1;0;82;3500.0;1120.0;
Apartamento;Barra da Tijuca;2;1;1;90;2200.0;1400.0;
Apartamento;Leblon;2;0;0;75;3900.0;462.0;159.0
Apartamento;Vila da Penha;2;0;0;50;900.0;200.0;
Apartamento;Ipanema;3;1;0;100;6000.0;1583.0;280.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;87;3027.0;2978.0;494.0
Loja/Salão;Barra da Tijuca;0;1;0;52;2600.0;1293.0;522.0
Apartamento;Ipanema;2;1;1;85;7000.0;;
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;58;1900.0;1273.0;550.0
Apartamento;Campo Grande;3;1;0;65;700.0;330.0;
Apartamento;Recreio dos Bandeirantes;3;2;2;92;1650.0;900.0;
Conjunto Comercial/Sala;Barra da Tijuca;0;3;0;100;4500.0;3600.0;
Apartamento;Vila Isabel;2;0;0;65;1650.0;200.0;52.0
Apartamento;Irajá;2;1;0;87;1456.0;;
Conjunto Comercial/Sala;Jacarepaguá;0;2;0;68;2500.0;1960.0;
Apartamento;Leblon;2;1;1;82;3500.0;1120.0;389.0
Quitinete;Leblon;1;0;0;50;1700.0;560.0;62.0
Apartamento;Recreio dos Bandeirantes;3;1;1;97;2650.0;875.0;205.0
Casa de Vila;Ramos;1;0;0;40;750.0;;
Loja/Salão;Barra da Tijuca;0;1;0;41;1600.0;2472.0;783.0
Apartamento;Ipanema;2;0;1;86;4500.0;760.0;260.0
Casa de Condomínio;Guaratiba;3;1;0;65;900.0;170.0;
Apartamento;Ipanema;3;1;1;100;3000.0;1340.0;160.0
Apartamento;Tijuca;3;0;1;75;2300.0;600.0;150.0
Apartamento;Barra da Tijuca;1;1;1;73;1300.0;1015.0;149.0
Apartamento;Ipanema;2;1;0;80;3600.0;1200.0;
Flat;Ipanema;2;1;2;92;8000.0;3500.0;1000.0
Apartamento;Barra da Tijuca;2;1;1;77;1200.0;1277.0;
Apartamento;Campo Grande;1;0;0;50;500.0;;
Apartamento;Pechincha;2;0;0;53;1200.0;520.0;60.0
Apartamento;Leblon;2;1;1;70;6000.0;2055.0;230.0
Apartamento;Méier;2;0;0;49;1200.0;532.0;35.0
Apartamento;Barra da Tijuca;2;1;1;70;3000.0;1000.0;500.0
Apartamento;Campo Grande;2;1;0;55;700.0;;2.0
Apartamento;Penha Circular;2;1;0;75;1300.0;490.0;
Loja/Salão;Tijuca;0;1;0;100;3950.0;;130.0
Apartamento;Tijuca;3;1;1;99;1800.0;710.0;
Quitinete;Centro;1;0;0;40;1000.0;275.0;20.0
Conjunto Comercial/Sala;Centro;0;0;0;60;900.0;1800.0;250.0
Apartamento;Bonsucesso;2;0;0;100;900.0;484.0;
Apartamento;São Cristóvão;2;1;0;65;1100.0;379.0;
Conjunto Comercial/Sala;Botafogo;0;2;0;80;4000.0;2798.0;464.0
Conjunto Comercial/Sala;Centro;0;0;0;42;500.0;1350.0;153.0
Apartamento;Ipanema;2;1;0;70;3000.0;900.0;205.0
Casa;Jardim Sulacap;2;1;1;60;1250.0;;
Apartamento;Catete;2;1;0;71;2200.0;725.0;109.0
Apartamento;Pechincha;3;1;0;86;1000.0;670.0;84.0
Apartamento;Santa Teresa;2;1;0;80;1500.0;738.0;230.0
Conjunto Comercial/Sala;Centro;0;0;0;40;500.0;435.0;114.0
Apartamento;Botafogo;2;1;0;70;2600.0;700.0;
Apartamento;Barra da Tijuca;2;2;1;90;2800.0;1000.0;100.0
Conjunto Comercial/Sala;Centro;0;0;0;70;3250.0;1500.0;
Apartamento;Botafogo;1;0;0;40;2300.0;402.0;
Apartamento;Flamengo;2;0;0;75;3800.0;700.0;150.0
Apartamento;Ipanema;3;1;1;100;3300.0;1192.0;171.0
Loja/Salão;Tomás Coelho;0;0;0;59;900.0;;53.0
Apartamento;Barra da Tijuca;2;1;1;89;3500.0;1015.0;
Apartamento;Anil;2;1;1;55;1500.0;550.0;
Apartamento;Freguesia (Jacarepaguá);2;1;1;60;1200.0;450.0;10.0
Apartamento;Botafogo;2;1;1;64;3800.0;980.0;210.0
Loja/Salão;Copacabana;0;0;0;50;3500.0;323.0;343.0
Apartamento;Leblon;2;1;1;82;3300.0;1020.0;270.0
Apartamento;Barra da Tijuca;2;1;1;74;2600.0;1330.0;220.0
Apartamento;Copacabana;2;0;0;80;2200.0;680.0;173.0
Flat;Leblon;1;0;0;65;4000.0;1820.0;193.0
Apartamento;Vila Isabel;2;1;0;75;1500.0;460.0;90.0
Apartamento;Botafogo;1;0;0;60;2200.0;645.0;1100.0
Loja Shopping/ Ct Comercial;Tijuca;0;0;0;48;3500.0;;356.0
Flat;Leblon;1;1;1;50;7000.0;;
Apartamento;Botafogo;2;1;1;64;3350.0;917.0;152.0
Flat;Lagoa;1;1;0;55;2700.0;1900.0;300.0
Apartamento;São Cristóvão;2;1;0;53;900.0;689.0;
Apartamento;Freguesia (Jacarepaguá);1;1;0;50;1200.0;590.0;37.0
Apartamento;Vila Isabel;2;1;0;80;1400.0;626.0;51.0
Apartamento;Barra da Tijuca;2;1;2;80;2400.0;1300.0;1800.0
Apartamento;Barra da Tijuca;2;2;1;67;1950.0;740.0;60.0
Apartamento;Barra da Tijuca;3;2;3;100;3200.0;1500.0;262.0
Apartamento;Tijuca;3;1;1;81;1750.0;596.0;89.0
Apartamento;Freguesia (Jacarepaguá);2;0;0;60;900.0;315.0;
Apartamento;Catete;2;0;1;70;2300.0;579.0;76.0
Apartamento;Ipanema;1;0;1;40;3500.0;750.0;50.0
Apartamento;Vila da Penha;2;1;0;65;900.0;190.0;
Apartamento;Leblon;3;0;0;80;4000.0;1155.0;
Apartamento;Barra da Tijuca;2;1;1;78;2100.0;890.0;140.0
Apartamento;Lagoa;2;2;1;100;3600.0;750.0;150.0
Apartamento;Barra da Tijuca;1;1;1;60;2900.0;2000.0;500.0
Casa de Vila;Benfica;2;0;0;48;1200.0;40.0;14.0
Apartamento;Jacarepaguá;3;1;1;70;1500.0;530.0;74.0
Apartamento;Barra da Tijuca;2;1;1;90;2800.0;1100.0;120.0
Flat;Barra da Tijuca;1;1;0;52;2200.0;3000.0;350.0
Apartamento;Centro;0;0;0;48;2000.0;349.0;
Apartamento;Santa Teresa;1;0;0;49;660.0;235.0;14.0
Apartamento;Barra da Tijuca;1;1;0;70;1800.0;967.0;214.0
Apartamento;Barra da Tijuca;2;1;1;100;2600.0;1700.0;233.0
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;43;1000.0;440.0;120.0
Apartamento;Jacarepaguá;2;1;0;44;700.0;272.0;13.0
Apartamento;Laranjeiras;2;0;0;100;4000.0;650.0;120.0
Apartamento;Jardim Guanabara;3;1;1;90;2000.0;380.0;998.0
Apartamento;Glória;1;0;0;49;1400.0;477.0;242.0
Apartamento;Urca;2;0;0;90;3500.0;500.0;68.0
Apartamento;Estácio;2;1;0;72;1300.0;790.0;
Prédio Inteiro;Botafogo;0;0;0;78;7500.0;;150.0
Apartamento;Cachambi;3;1;1;84;1350.0;739.0;14.0
Apartamento;Recreio dos Bandeirantes;3;2;1;70;2100.0;430.0;1100.0
Casa de Vila;Água Santa;1;0;0;40;600.0;100.0;14.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;45;1700.0;936.0;306.0
Flat;Ipanema;2;0;2;82;8000.0;3300.0;983.0
Apartamento;Andaraí;2;2;1;88;1800.0;680.0;100.0
Loja/Salão;Copacabana;0;1;0;70;1500.0;2424.0;
Conjunto Comercial/Sala;Ipanema;0;1;0;46;5000.0;2229.0;5000.0
Conjunto Comercial/Sala;Flamengo;0;1;0;50;2300.0;700.0;
Apartamento;Maracanã;3;1;1;81;2000.0;600.0;89.0
Conjunto Comercial/Sala;Copacabana;0;0;0;45;1800.0;735.0;179.0
Apartamento;Tijuca;2;1;0;69;1400.0;655.0;
Conjunto Comercial/Sala;Tijuca;0;0;0;70;2990.0;;196.0
Apartamento;Copacabana;2;0;0;56;2500.0;550.0;131.0
Apartamento;Barra da Tijuca;1;1;0;65;1600.0;915.0;235.0
Flat;Copacabana;1;0;0;60;4000.0;;
Apartamento;Ramos;2;1;0;64;1200.0;494.0;
Apartamento;Tijuca;1;1;0;65;1250.0;790.0;81.0
Apartamento;Botafogo;1;1;0;62;2000.0;770.0;94.0
Apartamento;Barra da Tijuca;2;1;1;95;2600.0;1800.0;280.0
Apartamento;Tijuca;2;1;0;66;1300.0;583.0;
Apartamento;Botafogo;1;0;1;65;2400.0;507.0;76.0
Apartamento;Botafogo;2;1;0;92;3300.0;850.0;280.0
Casa;Vila Valqueire;2;1;0;60;1600.0;;
Apartamento;Glória;3;0;0;92;2500.0;470.0;
Conjunto Comercial/Sala;Tijuca;5;1;0;90;3500.0;;
Apartamento;Humaitá;3;1;0;84;1800.0;1500.0;
Apartamento;Tijuca;1;1;0;48;1400.0;556.0;46.0
Apartamento;Barra da Tijuca;1;1;0;70;2700.0;900.0;172.0
Apartamento;Camorim;2;1;1;50;1100.0;450.0;
Apartamento;Recreio dos Bandeirantes;3;1;1;82;1400.0;861.0;
Apartamento;Barra da Tijuca;2;1;1;84;2700.0;1282.0;
Apartamento;Copacabana;2;0;0;100;2400.0;940.0;
Apartamento;Tijuca;1;0;1;70;1200.0;300.0;25.0
Apartamento;Jacarepaguá;2;1;0;50;1200.0;490.0;30.0
Loja/Salão;Freguesia (Jacarepaguá);0;1;0;59;3990.0;980.0;249.0
Apartamento;Leblon;2;1;0;70;4200.0;1100.0;200.0
Apartamento;Lagoa;1;1;0;50;3000.0;1600.0;380.0
Apartamento;Cascadura;2;0;0;70;700.0;310.0;
Apartamento;Lapa;2;0;0;70;2000.0;430.0;
Apartamento;Gávea;2;1;0;90;4600.0;900.0;270.0
Apartamento;Barra da Tijuca;3;1;1;92;3500.0;1200.0;
Apartamento;Barra da Tijuca;2;1;1;72;2100.0;1200.0;230.0
Casa de Condomínio;Campo Grande;2;1;0;74;1200.0;;
Apartamento;Barra da Tijuca;1;0;1;90;4000.0;3067.0;275.0
Apartamento;Botafogo;2;1;1;90;2000.0;1200.0;125.0
Apartamento;Vila Isabel;2;0;0;52;1500.0;250.0;
Flat;Ipanema;2;1;1;90;10000.0;4000.0;
Apartamento;Centro;1;1;0;42;2400.0;600.0;150.0
Apartamento;Recreio dos Bandeirantes;3;1;1;90;2100.0;750.0;1386.0
Apartamento;Vila Isabel;2;0;0;71;1100.0;525.0;21.0
Apartamento;Taquara;2;1;0;80;800.0;450.0;50.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;44;2500.0;1044.0;1805.0
Apartamento;Barra da Tijuca;2;1;1;98;2900.0;1080.0;166.0
Apartamento;Ilha do Governador;2;1;0;72;1500.0;650.0;
Conjunto Comercial/Sala;Ipanema;0;0;0;40;2200.0;600.0;286.0
Loja/Salão;Tijuca;0;1;0;46;2000.0;;223.0
Conjunto Comercial/Sala;Centro;0;0;0;52;2500.0;800.0;80.0
Apartamento;Ipanema;2;0;1;65;3500.0;950.0;157.0
Conjunto Comercial/Sala;Centro;0;0;0;68;250000.0;2153.0;340.0
Apartamento;Leblon;1;0;0;50;2000.0;948.0;151.0
Apartamento;Recreio dos Bandeirantes;3;2;2;100;2200.0;670.0;211.0
Apartamento;Barra da Tijuca;2;1;0;100;2500.0;1715.0;339.0
Apartamento;Copacabana;1;0;0;41;3500.0;;
Conjunto Comercial/Sala;Largo do Machado;0;0;0;40;3200.0;1039.0;100.0
Apartamento;Recreio dos Bandeirantes;2;1;1;85;1800.0;908.0;160.0
Apartamento;Cachambi;3;2;1;70;2000.0;404.0;
Apartamento;Vila da Penha;2;0;0;49;1000.0;285.0;
Conjunto Comercial/Sala;Largo do Machado;0;0;0;40;1500.0;452.0;101.0
Casa;Marechal Hermes;2;1;0;70;1300.0;;
Apartamento;Botafogo;2;1;1;80;3500.0;900.0;150.0
Apartamento;Ipanema;1;0;1;60;3200.0;675.0;90.0
Conjunto Comercial/Sala;São Cristóvão;0;0;0;60;2000.0;;
Apartamento;Jacarepaguá;2;1;0;47;1000.0;380.0;481.0
Apartamento;Leblon;2;0;0;50;2800.0;770.0;81.0
Apartamento;Flamengo;1;1;0;80;3300.0;1000.0;200.0
Loja/Salão;Jacarepaguá;0;1;0;47;1200.0;1000.0;100.0
Flat;Ipanema;2;1;2;90;15000.0;;
Casa;Campo Grande;1;0;0;50;450.0;;2.0
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;42;3000.0;1262.0;315.0
Apartamento;Lagoa;2;0;1;68;4500.0;911.0;1767.0
Conjunto Comercial/Sala;Centro;0;0;0;70;3000.0;1714.0;300.0
Flat;Barra da Tijuca;2;1;2;70;3250.0;1400.0;600.0
Apartamento;Botafogo;1;0;0;40;2380.0;390.0;54.0
Apartamento;Copacabana;3;0;0;90;3800.0;900.0;102.0
Apartamento;Pechincha;1;1;0;46;800.0;585.0;
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;42;2200.0;1037.0;303.0
Apartamento;Portuguesa;2;1;0;58;1200.0;340.0;260.0
Apartamento;Jardim Botânico;2;1;1;66;3400.0;818.0;
Apartamento;Barra da Tijuca;2;1;1;70;1500.0;1130.0;307.0
Conjunto Comercial/Sala;Centro;0;1;0;44;800.0;990.0;
Apartamento;Copacabana;1;0;0;92;5100.0;;
Apartamento;Copacabana;2;0;0;75;2750.0;800.0;35.0
Apartamento;Barra da Tijuca;2;1;1;90;3500.0;2027.0;616.0
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;56;1000.0;1010.0;
Loft;Urca;1;0;0;45;1700.0;360.0;40.0
Apartamento;Jardim Guanabara;2;1;0;65;1600.0;50500.0;97.0
Apartamento;Recreio dos Bandeirantes;3;1;1;73;1500.0;984.0;115.0
Apartamento;Ipanema;2;1;0;60;3600.0;956.0;199.0
Conjunto Comercial/Sala;Centro;0;0;0;62;1500.0;1056.0;252.0
Apartamento;Tijuca;2;1;0;65;2000.0;592.0;
Apartamento;Méier;2;1;0;52;1000.0;300.0;
Apartamento;Copacabana;2;1;0;70;2500.0;733.0;130.0
Apartamento;Gávea;2;1;1;80;3900.0;983.0;212.0
Apartamento;Copacabana;1;0;0;44;1600.0;562.0;24.0
Casa de Vila;Glória;1;0;0;89;2200.0;;80.0
Apartamento;Barra da Tijuca;2;1;1;94;3000.0;1200.0;90.0
Apartamento;Engenho de Dentro;2;0;0;90;1100.0;320.0;13.0
Apartamento;Camorim;3;1;0;58;1000.0;402.0;34.0
Apartamento;Santa Teresa;2;0;0;80;1800.0;627.0;
Apartamento;Cachambi;2;1;1;88;1400.0;460.0;
Apartamento;Barra da Tijuca;2;1;2;70;4000.0;1600.0;300.0
Apartamento;Penha;2;1;0;60;750.0;280.0;
Apartamento;Barra da Tijuca;2;0;1;77;4700.0;3067.0;389.0
Apartamento;Barra da Tijuca;1;1;0;55;1800.0;1300.0;331.0
Apartamento;Vila Isabel;2;1;1;69;1500.0;661.0;109.0
Apartamento;Praça Seca;3;0;0;48;800.0;300.0;
Apartamento;Barra da Tijuca;2;1;1;88;2750.0;1110.0;268.0
Apartamento;Gávea;2;1;1;86;4500.0;950.0;250.0
Apartamento;Penha Circular;3;1;2;80;1500.0;650.0;656.0
Apartamento;Recreio dos Bandeirantes;3;1;1;85;3000.0;830.0;173.0
Apartamento;Campo Grande;2;1;0;65;900.0;308.0;
Apartamento;Copacabana;1;0;0;40;2600.0;490.0;250.0
Apartamento;Engenho de Dentro;2;1;0;50;1100.0;500.0;150.0
Apartamento;Tijuca;3;0;0;80;1700.0;500.0;50.0
Apartamento;Engenho Novo;3;0;0;55;800.0;785.0;14.0
Conjunto Comercial/Sala;Jardim Botânico;0;2;0;46;4100.0;940.0;220.0
Apartamento;Catete;1;1;0;48;1900.0;725.0;
Apartamento;Barra da Tijuca;2;1;0;85;1800.0;1152.0;235.0
Apartamento;Realengo;1;0;0;60;700.0;;
Loja/Salão;Recreio dos Bandeirantes;0;1;0;62;1500.0;700.0;350.0
Apartamento;Ipanema;2;1;0;90;5500.0;1400.0;300.0
Conjunto Comercial/Sala;Taquara;0;0;0;50;1900.0;400.0;
Apartamento;Praça da Bandeira;1;0;0;50;1600.0;;
Apartamento;Ipanema;2;1;1;90;10000.0;4000.0;613.0
Apartamento;Ipanema;2;2;2;70;10000.0;4011.0;300.0
Apartamento;Centro;3;1;0;100;2400.0;650.0;66.0
Apartamento;Ramos;1;0;0;45;600.0;240.0;
Casa Comercial;Campo Grande;0;0;0;100;9000.0;;
Flat;Ipanema;2;1;1;90;6000.0;2650.0;340.0
Apartamento;São Francisco Xavier;2;1;0;53;1600.0;427.0;67.0
Apartamento;Freguesia (Jacarepaguá);3;2;2;96;2100.0;800.0;120.0
Apartamento;Tijuca;2;0;0;90;1750.0;725.0;30.0
Casa Comercial;Vila Isabel;0;3;0;80;2500.0;;290.0
Apartamento;Tijuca;2;0;0;80;1600.0;690.0;23.0
Conjunto Comercial/Sala;Centro;0;0;0;70;7500.0;1712.0;350.0
Conjunto Comercial/Sala;Tijuca;1;1;0;41;2000.0;388.0;
Flat;Lagoa;2;2;2;84;9000.0;;
Conjunto Comercial/Sala;Botafogo;0;1;0;48;2800.0;1600.0;
Apartamento;Maracanã;2;0;0;70;1200.0;590.0;21.0
Conjunto Comercial/Sala;Centro;0;0;0;63;900.0;600.0;227.0
Apartamento;Barra da Tijuca;1;1;0;61;1800.0;1030.0;203.0
Apartamento;Tijuca;1;0;0;58;1500.0;426.0;4810.0
Apartamento;Copacabana;3;1;0;78;2500.0;932.0;175.0
Apartamento;Cachambi;3;0;0;65;1000.0;80.0;
Loja/Salão;Ipanema;0;0;0;100;13000.0;;8300.0
Loja/Salão;Barra da Tijuca;0;1;0;100;3000.0;21385.0;4767.0
Apartamento;Andaraí;2;0;0;60;1400.0;500.0;47.0
Apartamento;Ipanema;1;0;0;70;2700.0;815.0;2315.0
Apartamento;Ipanema;1;0;0;40;1800.0;700.0;100.0
Apartamento;Cachambi;2;2;1;80;1000.0;360.0;16.0
Apartamento;Ipanema;2;0;0;70;2200.0;1536.0;
Apartamento;Centro;1;0;0;96;2500.0;660.0;100.0
Apartamento;Ipanema;2;0;0;60;3500.0;780.0;
Loja/Salão;Barra da Tijuca;0;1;0;100;4800.0;2000.0;5000.0
Apartamento;Flamengo;2;1;0;70;2500.0;837.0;27.0
Apartamento;Flamengo;1;0;0;50;1700.0;480.0;250.0
Apartamento;Campo Grande;1;1;0;40;500.0;182.0;
Flat;Ipanema;2;1;1;90;4900.0;4264.0;620.0
Casa de Vila;Bento Ribeiro;1;0;0;53;700.0;40.0;
Apartamento;Vila Isabel;2;1;0;75;1200.0;600.0;
Apartamento;Copacabana;1;0;1;45;1400.0;552.0;66.0
Apartamento;Copacabana;3;1;0;90;3800.0;1064.0;230.0
Apartamento;Centro;1;0;0;55;950.0;433.0;47.0
Apartamento;Irajá;2;1;0;81;1000.0;335.0;30.0
Apartamento;Madureira;2;1;0;60;1350.0;700.0;13.0
Apartamento;Copacabana;1;0;0;50;3000.0;;
Apartamento;Barra da Tijuca;2;1;1;84;2500.0;2085.0;265.0
Apartamento;Jardim Guanabara;2;1;1;100;2500.0;500.0;
Apartamento;Vila da Penha;2;1;2;90;2500.0;710.0;
Apartamento;Humaitá;2;1;1;75;2500.0;1350.0;
Apartamento;Jacarepaguá;3;1;1;76;1800.0;860.0;1006.0
Apartamento;Barra da Tijuca;3;1;1;85;2200.0;683.0;90.0
Casa de Vila;Botafogo;2;1;0;50;2000.0;;
Apartamento;Grajaú;4;0;1;100;3900.0;800.0;
Conjunto Comercial/Sala;Centro;0;0;0;55;700.0;1243.0;137.0
Conjunto Comercial/Sala;Centro;0;0;0;52;1500.0;594.0;121.0
Loja/Salão;Pavuna;0;0;0;40;800.0;40.0;20.0
Apartamento;Leblon;2;0;0;65;2500.0;868.0;
Apartamento;Flamengo;2;0;0;72;2500.0;578.0;191.0
Apartamento;Tijuca;3;1;1;85;2100.0;630.0;116.0
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;2;0;98;2500.0;973.0;620.0
Conjunto Comercial/Sala;Barra da Tijuca;0;4;0;84;3800.0;2598.0;391.0
Conjunto Comercial/Sala;Ipanema;0;0;0;80;6000.0;800.0;830.0
Apartamento;Jardim Guanabara;2;1;1;86;1800.0;405.0;93.0
Apartamento;Humaitá;2;0;0;67;2200.0;567.0;83.0
Apartamento;Ipanema;1;8;1;97;8000.0;1800.0;250.0
Apartamento;Taquara;2;1;1;66;1100.0;452.0;65.0
Apartamento;Freguesia (Jacarepaguá);2;1;0;56;1100.0;350.0;385.0
Apartamento;Jacarepaguá;2;1;2;70;1300.0;550.0;
Apartamento;Campo Grande;2;1;0;60;750.0;200.0;
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;44;1790.0;815.0;167.0
Apartamento;Campo Grande;2;1;0;50;550.0;105.0;
Loja/Salão;Centro;0;0;0;70;2700.0;;435.0
